user_id,birthdate,age_end_july_2023,gender,married,has_children,home_country,home_city,home_airport,home_airport_lat,home_airport_lon,sign_up_date,mths_as_customer,avg_session_duration_seconds,sum_session_duration_seconds,trips_booked,total_sessions,total_page_clicks,avg_days_booking_to_flight,total_cancellations,total_flights_with_discount,avg_flight_discount_amount,sum_flight_discount_amount,discount_flight_proportion,sum_flights_cost,avg_flights_cost,sum_departure_flights,sum_return_flights,total_flights_transactions,ADS_flights,ADS_per_km,sum_distance_km,avg_distance_km,avg_seats_booked,sum_seats_booked,avg_checked_bags,sum_checked_bags,total_hotels_with_discount,avg_hotel_discount_amount,sum_hotel_discount_amount,discount_hotel_proportion,sum_hotel_cost_per_room_per_night,avg_hotel_cost_per_room_per_night,sum_hotel_cost_total,avg_hotel_cost_total,total_hotel_transactions,ADS_hotels,avg_nights_booked,sum_nights_booked,avg_rooms_booked,sum_rooms_booked,scaled_ADS
152583,1986-07-26,37.0,F,0,0,usa,colorado springs,COS,38.806,-104.7,2022-04-17,15.0,139.0,1112.0,1,8,149,9.0,0,0,0.0,0.0,0.0,367.83,367.83,1,1,2,0.0,0.0,2265.72,2265.72,1.0,1.0,2.0,2.0,0,0.0,0.0,0.0,213.0,213.0,639.0,639.0,1,0.0,3.0,3.0,1.0,1.0,0.0
153982,1978-08-15,44.0,F,0,1,canada,toronto,YKZ,43.862,-79.37,2022-04-19,15.0,138.5,1108.0,3,8,150,9.33,0,0,0.0,0.0,0.0,656.87,218.96,3,3,6,0.0,0.0,4030.88,1343.63,1.0,3.0,0.33,1.0,0,0.0,0.0,0.0,621.0,207.0,1302.0,434.0,3,0.0,2.3333333333333335,7.0,1.0,3.0,0.0
160754,1977-12-06,45.0,F,1,1,usa,new york,LGA,40.777,-73.872,2022-04-26,15.0,80.875,647.0,1,8,86,12.0,0,0,0.0,0.0,0.0,93.62,93.62,1,1,2,0.0,0.0,527.63,527.63,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,214.0,214.0,642.0,642.0,1,0.0,3.0,3.0,1.0,1.0,0.0
164522,1975-11-07,47.0,F,1,0,usa,kansas city,MCI,39.297,-94.714,2022-04-30,15.0,83.375,667.0,1,8,89,9.0,0,1,0.05,0.05,0.5,328.32,328.32,1,1,2,16.42,0.0091,1807.65,1807.65,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,233.0,233.0,3262.0,3262.0,1,0.0,14.0,14.0,1.0,1.0,0.006402707698066711
167852,2006-02-16,17.0,F,0,0,usa,tampa,MCF,27.849,-82.521,2022-05-03,14.0,58.0,464.0,0,8,63,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
171470,1999-09-14,23.0,F,0,0,usa,atlanta,ATL,33.64,-84.427,2022-05-06,14.0,54.2,271.0,0,5,37,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
174997,1991-11-01,31.0,F,0,0,usa,grand rapids,GRR,42.881,-85.523,2022-05-10,14.0,104.85714285714286,734.0,2,7,97,8.0,1,0,0.0,0.0,0.0,590.43,295.21,2,2,4,0.0,0.0,3076.55,1538.28,1.0,2.0,0.0,0.0,0,0.0,0.0,0.0,224.0,112.0,584.0,292.0,2,0.0,2.5,5.0,1.0,2.0,0.0
175032,1994-11-05,28.0,F,0,0,usa,houston,IAH,29.98,-95.34,2022-05-10,14.0,104.33333333333331,939.0,3,9,127,6.5,0,0,0.0,0.0,0.0,1109.25,554.63,2,2,4,0.0,0.0,2789.09,1394.54,2.0,4.0,0.5,1.0,1,0.15,0.15,0.33,417.0,139.0,3606.0,1202.0,3,22.65,4.333333333333333,13.0,2.0,6.0,0.0
181157,1970-08-10,52.0,F,1,0,usa,houston,HOU,29.645,-95.279,2022-05-15,14.0,141.125,1129.0,3,8,153,6.0,0,1,0.15,0.15,0.167,1039.43,346.48,3,3,6,80.4,0.0221,3640.37,1213.46,2.0,6.0,1.0,3.0,1,0.15,0.15,0.33,487.0,162.33,5123.0,1707.67,3,15.6,3.6666666666666665,11.0,2.0,6.0,0.031350651578840656
182191,2004-09-27,18.0,F,0,1,usa,phoenix,PHX,33.434,-112.008,2022-05-16,14.0,72.28571428571429,506.0,0,7,68,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
187212,1969-02-20,54.0,F,1,1,usa,los angeles,LAX,33.942,-118.408,2022-05-21,14.0,118.75,950.0,3,8,128,9.0,0,0,0.0,0.0,0.0,1242.5700000000002,414.19,3,3,6,0.0,0.0,7396.67,2465.56,1.0,3.0,0.67,2.0,0,0.0,0.0,0.0,652.0,217.33,1556.0,518.67,3,0.0,3.0,9.0,1.0,3.0,0.0
189676,1988-01-10,35.0,F,0,1,usa,fort worth,FTW,32.82,-97.362,2022-05-23,14.0,86.375,691.0,2,8,93,5.0,0,0,0.0,0.0,0.0,1244.31,1244.31,1,1,2,0.0,0.0,2350.54,2350.54,3.0,3.0,2.0,2.0,0,0.0,0.0,0.0,361.0,180.5,5463.0,2731.5,2,0.0,9.5,19.0,2.0,4.0,0.0
190866,1986-09-24,36.0,F,0,0,usa,tallahassee,TLH,30.396,-84.35,2022-05-24,14.0,153.88888888888889,1385.0,5,9,186,7.8,0,0,0.0,0.0,0.0,2081.0,416.2,5,5,10,0.0,0.0,12118.68,2423.74,1.0,5.0,0.4,2.0,0,0.0,0.0,0.0,846.0,169.2,2205.0,441.0,5,0.0,2.8,14.0,1.0,5.0,0.0
195192,1995-09-20,27.0,F,0,0,usa,chicago,MDW,41.786,-87.752,2022-05-28,14.0,208.375,1667.0,1,8,225,16.0,0,0,0.0,0.0,0.0,394.29,394.29,1,1,2,0.0,0.0,1165.51,1165.51,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,160.0,160.0,320.0,320.0,1,0.0,1.0,1.0,2.0,2.0,0.0
204943,1982-12-20,40.0,M,0,0,canada,ottawa,YOW,45.323,-75.669,2022-06-06,13.0,170.0,1020.0,5,6,138,9.0,1,1,0.1,0.1,0.1,2350.58,470.12,5,5,10,26.76,0.0034,7855.14,1571.03,1.6,8.0,1.4,7.0,0,0.0,0.0,0.0,769.0,153.8,4483.0,896.6,5,0.0,3.6,18.0,1.6,8.0,0.010434619853852934
204997,1985-08-26,37.0,F,1,0,usa,kansas city,MCI,39.297,-94.714,2022-06-06,13.0,111.6,558.0,2,5,75,8.0,2,0,0.0,0.0,0.0,488.47,244.24,2,2,4,0.0,0.0,2563.01,1281.51,1.0,2.0,0.5,1.0,0,0.0,0.0,0.0,71.0,71.0,355.0,355.0,1,0.0,5.0,5.0,1.0,1.0,0.0
205044,1983-08-25,39.0,F,1,1,canada,toronto,YKZ,43.862,-79.37,2022-06-06,13.0,110.33333333333331,993.0,3,9,134,7.0,0,1,0.05,0.05,0.167,2748.35,916.12,3,3,6,27.65,0.0038,7190.52,2396.84,2.0,6.0,0.33,1.0,0,0.0,0.0,0.0,748.0,249.33,6362.0,2120.67,3,0.0,5.333333333333333,16.0,2.0,6.0,0.010781660648693334
206011,1984-08-04,38.0,F,0,1,usa,kansas city,MCI,39.297,-94.714,2022-06-07,13.0,146.125,1169.0,4,8,156,6.5,0,1,0.05,0.05,0.125,1046.59,261.65,4,4,8,21.82,0.0038,5808.25,1452.06,1.0,4.0,0.25,1.0,1,0.15,0.15,0.33,340.0,113.33,1271.0,423.67,3,0.0,3.3333333333333335,10.0,1.0,3.0,0.008508348475750037
216796,2001-07-09,22.0,F,0,0,usa,cincinnati,CVG,39.046,-84.662,2022-06-16,13.0,61.0,366.0,0,6,49,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
217114,2004-05-28,19.0,O,1,1,usa,long beach,LGB,33.818,-118.151,2022-06-17,13.0,49.888888888888886,449.0,0,9,59,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
217136,1985-04-18,38.0,F,0,1,usa,little rock,LIT,34.729,-92.224,2022-06-17,13.0,99.375,795.0,2,8,106,8.0,0,0,0.0,0.0,0.0,539.57,539.57,1,1,2,0.0,0.0,3095.34,3095.34,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,473.0,236.5,1039.0,519.5,2,0.0,2.5,5.0,1.0,2.0,0.0
220725,1983-07-28,40.0,F,0,0,usa,stockton,SCK,37.894,-121.239,2022-06-20,13.0,83.42857142857143,584.0,3,7,79,5.67,1,0,0.0,0.0,0.0,1533.42,511.14,3,3,6,0.0,0.0,9384.23,3128.08,1.0,3.0,0.33,1.0,1,0.05,0.05,0.5,280.0,140.0,1242.0,621.0,2,0.0,4.5,9.0,1.0,2.0,0.0
224996,1981-03-07,42.0,F,0,1,canada,halifax,YHZ,44.881,-63.509,2022-06-23,13.0,94.625,757.0,2,8,102,9.0,0,0,0.0,0.0,0.0,897.61,448.81,2,2,4,0.0,0.0,4976.26,2488.13,1.0,2.0,0.0,0.0,0,0.0,0.0,0.0,231.0,231.0,231.0,231.0,1,0.0,1.0,1.0,1.0,1.0,0.0
226367,1980-10-21,42.0,F,0,0,usa,washington,IAD,38.944,-77.456,2022-06-25,13.0,105.5,844.0,3,8,114,7.67,0,1,0.05,0.05,0.167,889.2099999999999,296.4,3,3,6,5.61,0.0011,4899.59,1633.2,1.3333333333333333,4.0,0.67,2.0,0,0.0,0.0,0.0,759.0,253.0,2928.0,976.0,3,0.0,2.6666666666666665,8.0,1.3333333333333333,4.0,0.002187526807926568
228195,1997-02-26,26.0,F,0,1,usa,los angeles,LAX,33.942,-118.408,2022-06-26,13.0,95.77777777777776,862.0,0,9,116,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
228872,1989-03-22,34.0,M,0,0,usa,san antonio,RND,29.529,-98.279,2022-06-27,13.0,118.0,944.0,2,8,126,6.0,0,0,0.0,0.0,0.0,509.21,509.21,1,1,2,0.0,0.0,2953.67,2953.67,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,188.0,94.0,1360.0,680.0,2,0.0,7.0,14.0,1.0,2.0,0.0
229009,2006-08-27,16.0,F,0,0,usa,stockton,SCK,37.894,-121.239,2022-06-27,13.0,143.83333333333334,863.0,2,6,116,9.5,1,0,0.0,0.0,0.0,1061.63,530.82,2,2,4,0.0,0.0,6057.46,3028.73,1.0,2.0,0.5,1.0,0,0.0,0.0,0.0,299.0,149.5,773.0,386.5,2,0.0,2.5,5.0,1.0,2.0,0.0
229108,1998-05-28,25.0,F,0,0,usa,burlington,BTV,44.472,-73.153,2022-06-27,13.0,130.0,780.0,0,6,105,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
229330,1976-11-08,46.0,F,1,0,usa,colorado springs,COS,38.806,-104.7,2022-06-27,13.0,119.625,957.0,4,8,129,8.25,0,0,0.0,0.0,0.0,1548.11,387.03,4,4,8,0.0,0.0,4702.76,1175.69,1.75,7.0,0.25,1.0,0,0.0,0.0,0.0,837.0,209.25,4442.0,1110.5,4,0.0,2.25,9.0,1.75,7.0,0.0
232647,2006-04-11,17.0,F,0,0,usa,birmingham,BHM,33.563,-86.753,2022-06-30,13.0,93.875,751.0,2,8,100,8.0,0,0,0.0,0.0,0.0,237.1,237.1,1,1,2,0.0,0.0,1436.75,1436.75,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,213.0,213.0,2343.0,2343.0,1,0.0,11.0,11.0,1.0,1.0,0.0
249521,1964-07-23,59.0,F,1,1,canada,ottawa,YOW,45.323,-75.669,2022-07-15,12.0,140.625,1125.0,2,8,151,9.0,0,0,0.0,0.0,0.0,642.02,642.02,1,1,2,0.0,0.0,3739.59,3739.59,1.0,1.0,1.0,1.0,1,0.1,0.1,0.5,283.0,141.5,566.0,283.0,2,10.8,2.0,4.0,1.0,2.0,0.0
252835,1986-01-20,37.0,F,0,1,usa,chicago,ORD,41.979,-87.904,2022-07-18,12.0,108.25,866.0,5,8,117,8.0,0,1,0.3,0.3,0.1,1676.55,335.31,5,5,10,60.91,0.0066,9296.2,1859.24,1.0,5.0,0.6,3.0,0,0.0,0.0,0.0,531.0,132.75,1702.0,425.5,4,0.0,3.25,13.0,1.0,4.0,0.023750848105313235
258451,2000-12-10,22.0,F,0,0,usa,miami,OPF,25.907,-80.278,2022-07-22,12.0,42.5,255.0,0,6,35,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
264470,1978-11-05,44.0,F,0,1,usa,bakersfield,BFL,35.433,-119.057,2022-07-27,12.0,111.0,888.0,2,8,118,9.0,0,1,0.05,0.05,0.25,873.02,436.51,2,2,4,37.8,0.0079,4783.27,2391.64,1.0,2.0,0.5,1.0,0,0.0,0.0,0.0,400.0,200.0,2218.0,1109.0,2,0.0,5.0,10.0,1.0,2.0,0.01473948544378329
276512,1982-08-27,40.0,F,1,1,usa,austin,AUS,30.194,-97.67,2022-08-06,11.0,91.375,731.0,1,8,98,10.0,0,0,0.0,0.0,0.0,395.69,395.69,1,1,2,0.0,0.0,2409.25,2409.25,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,100.0,100.0,200.0,200.0,1,0.0,2.0,2.0,1.0,1.0,0.0
281952,1987-01-23,36.0,F,0,0,usa,louisville,LOU,38.228,-85.664,2022-08-11,11.0,146.375,1171.0,2,8,158,8.0,0,0,0.0,0.0,0.0,684.72,342.36,2,2,4,0.0,0.0,3933.66,1966.83,1.0,2.0,1.5,3.0,1,0.15,0.15,0.5,263.0,131.5,348.0,174.0,2,26.7,1.5,3.0,1.0,2.0,0.0
283325,1973-05-15,50.0,F,1,0,usa,dallas,DAL,32.847,-96.852,2022-08-12,11.0,105.625,845.0,2,8,114,5.0,0,1,0.1,0.1,0.5,453.27,453.27,1,1,2,45.33,0.016,2838.44,2838.44,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,721.0,360.5,3411.0,1705.5,2,0.0,3.5,7.0,1.5,3.0,0.017675684528219486
290123,1983-04-08,40.0,F,1,0,usa,houston,HOU,29.645,-95.279,2022-08-18,11.0,155.88888888888889,1403.0,7,9,190,6.71,0,0,0.0,0.0,0.0,4796.11,685.16,7,6,13,0.0,0.0,17733.66,2533.38,1.5714285714285714,11.0,0.86,6.0,0,0.0,0.0,0.0,1440.0,240.0,5894.0,982.33,6,0.0,3.1666666666666665,19.0,1.6666666666666667,10.0,0.0
297546,1972-12-05,50.0,F,1,0,usa,new york,JFK,40.64,-73.779,2022-08-24,11.0,192.875,1543.0,5,8,207,5.75,0,0,0.0,0.0,0.0,1660.72,415.18,4,4,8,0.0,0.0,7090.95,1772.74,1.5,6.0,0.75,3.0,1,0.05,0.05,0.2,530.0,106.0,4034.0,806.8,5,6.0,5.8,29.0,1.4,7.0,0.0
298253,1977-08-01,45.0,F,1,1,usa,los angeles,LAX,33.942,-118.408,2022-08-24,11.0,91.75,734.0,1,8,98,7.0,0,0,0.0,0.0,0.0,712.42,712.42,1,1,2,0.0,0.0,4183.68,4183.68,1.0,1.0,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
299476,1985-05-19,38.0,F,1,0,usa,atlanta,ATL,33.64,-84.427,2022-08-25,11.0,154.11111111111111,1387.0,1,9,187,8.0,0,0,0.0,0.0,0.0,192.38,192.38,1,1,2,0.0,0.0,1090.0,1090.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,71.0,71.0,142.0,142.0,1,0.0,2.0,2.0,1.0,1.0,0.0
306165,2003-04-13,20.0,F,0,0,usa,cleveland,CLE,41.412,-81.85,2022-08-31,11.0,82.5,660.0,0,8,89,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
306819,1964-04-02,59.0,F,1,1,usa,new york,JFK,40.64,-73.779,2022-09-01,10.0,81.5,489.0,1,6,65,4.0,1,0,0.0,0.0,0.0,50.16,50.16,1,1,2,0.0,0.0,293.18,293.18,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,370.0,370.0,740.0,740.0,1,0.0,2.0,2.0,1.0,1.0,0.0
312488,1993-06-27,30.0,M,1,0,usa,new york,JFK,40.64,-73.779,2022-09-05,10.0,71.0,568.0,1,8,76,7.0,0,0,0.0,0.0,0.0,407.1,407.1,1,1,2,0.0,0.0,2171.53,2171.53,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,299.0,299.0,299.0,299.0,1,0.0,1.0,1.0,1.0,1.0,0.0
313724,1972-05-13,51.0,F,0,0,usa,tulsa,TUL,36.198,-95.888,2022-09-06,10.0,144.16666666666666,865.0,4,6,117,6.67,1,0,0.0,0.0,0.0,1156.84,385.61,3,3,6,0.0,0.0,5130.08,1710.03,1.3333333333333333,4.0,0.67,2.0,0,0.0,0.0,0.0,723.0,180.75,3723.0,930.75,4,0.0,4.0,16.0,1.5,6.0,0.0
316527,1982-07-17,41.0,F,1,1,canada,winnipeg,YWG,49.91,-97.234,2022-09-08,10.0,130.0,1040.0,4,8,139,8.25,0,0,0.0,0.0,0.0,1739.89,434.97,4,4,8,0.0,0.0,7762.72,1940.68,1.25,5.0,0.25,1.0,1,0.05,0.05,0.25,1291.0,322.75,6403.0,1600.75,4,3.9,3.5,14.0,1.25,5.0,0.0
317688,1983-05-19,40.0,F,0,1,usa,indianapolis,IND,39.717,-86.294,2022-09-09,10.0,124.0,992.0,4,8,133,9.0,0,0,0.0,0.0,0.0,1238.74,309.69,4,4,8,0.0,0.0,6538.75,1634.69,1.0,4.0,0.5,2.0,1,0.05,0.05,0.25,673.0,168.25,1749.0,437.25,4,5.1000000000000005,2.25,9.0,1.0,4.0,0.0
322867,1977-12-07,45.0,F,0,0,usa,mobile,BFM,30.626,-88.068,2022-09-14,10.0,77.0,616.0,1,8,82,7.0,0,0,0.0,0.0,0.0,173.04,173.04,1,1,2,0.0,0.0,920.0,920.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,189.0,189.0,1512.0,1512.0,1,0.0,8.0,8.0,1.0,1.0,0.0
324191,1984-05-27,39.0,F,0,0,usa,san diego,SAN,32.733,-117.189,2022-09-15,10.0,80.125,641.0,2,8,86,10.5,0,0,0.0,0.0,0.0,99.74,49.87,2,2,4,0.0,0.0,352.54,176.27,1.5,3.0,0.5,1.0,0,0.0,0.0,0.0,547.0,273.5,2532.0,1266.0,2,0.0,5.0,10.0,1.5,3.0,0.0
328590,1968-07-23,55.0,F,0,0,usa,san diego,NZY,32.699,-117.215,2022-09-18,10.0,129.16666666666666,775.0,2,6,104,8.5,1,0,0.0,0.0,0.0,2203.95,1101.97,2,2,4,0.0,0.0,6393.39,3196.69,2.0,4.0,0.5,1.0,1,0.15,0.15,0.5,310.0,155.0,3565.0,1782.5,2,23.25,5.5,11.0,2.0,4.0,0.0
330764,1985-02-06,38.0,F,0,0,usa,detroit,DET,42.409,-83.01,2022-09-20,10.0,114.66666666666669,688.0,2,6,92,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,259.0,129.5,1094.0,547.0,2,0.0,4.5,9.0,1.0,2.0,0.0
330893,1980-12-16,42.0,F,1,1,usa,oklahoma city,OKC,35.393,-97.601,2022-09-20,10.0,124.0,992.0,3,8,133,6.33,0,0,0.0,0.0,0.0,861.61,287.2,3,3,6,0.0,0.0,4810.06,1603.35,1.0,3.0,0.67,2.0,0,0.0,0.0,0.0,414.0,138.0,986.0,328.67,3,0.0,2.3333333333333335,7.0,1.0,3.0,0.0
331039,1979-08-02,43.0,F,1,1,canada,london,YXU,43.036,-81.154,2022-09-20,10.0,141.0,846.0,0,6,114,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
334787,1971-04-27,52.0,F,0,0,usa,minneapolis,MSP,44.88,-93.217,2022-09-23,10.0,110.875,887.0,3,8,119,5.67,0,1,0.05,0.05,0.167,758.17,252.72,3,3,6,8.72,0.0021,4133.88,1377.96,1.0,3.0,0.67,2.0,0,0.0,0.0,0.0,507.0,169.0,1190.0,396.67,3,0.0,2.3333333333333335,7.0,1.0,3.0,0.003400219922481225
337227,1989-06-25,34.0,F,1,0,usa,santa ana,SNA,33.676,-117.868,2022-09-25,10.0,77.0,616.0,0,8,83,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
338086,1983-12-13,39.0,F,0,1,usa,washington,IAD,38.944,-77.456,2022-09-25,10.0,128.5,1028.0,2,8,137,7.5,0,0,0.0,0.0,0.0,981.69,490.85,2,2,4,0.0,0.0,5317.11,2658.55,1.0,2.0,0.5,1.0,1,0.2,0.2,0.5,126.0,63.0,278.0,139.0,2,10.0,2.0,4.0,1.0,2.0,0.0
340166,1973-05-17,50.0,M,1,1,usa,san francisco,SFO,37.619,-122.375,2022-09-27,10.0,81.625,653.0,1,8,88,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,237.0,237.0,474.0,474.0,1,0.0,2.0,2.0,1.0,1.0,0.0
